2.44,2.44,2.44,2.44,-1.22,-1.22,-1.22,-1.22,1.83,1.84,0.61,1.83,-1.22,-0.61,-1.23,-0.61,-3.05,-3.05,-3.05,-3.06,-3.05,-2.44,-2.44,-2.45
2.44,3.05,3.05,3.05,-0.61,-1.22,-0.61,-1.22,1.83,1.84,1.22,2.44,-0.61,0,-0.61,0,-2.44,-2.44,-3.05,-3.06,-3.05,-3.05,-3.05,-3.06
3.66,3.05,3.66,3.05,-0.61,-0.61,-0.61,-0.61,2.44,2.45,1.83,3.05,0,0,0,0,-2.44,-2.44,-3.05,-3.06,-2.44,-1.83,-2.44,-2.45
3.66,3.67,3.66,3.66,0,0.61,-0.61,-0.61,2.44,2.45,2.45,2.44,0,0.61,0.61,0.61,-2.44,-2.44,-3.05,-3.06,-1.83,-0.61,-1.83,-1.84
4.27,3.67,4.27,3.66,0.61,0.61,0,0,2.44,3.06,2.45,3.66,0.61,1.22,0.61,0.61,-3.05,-2.44,-3.05,-3.06,-1.22,-0.61,-1.22,-1.23
4.27,4.28,4.88,3.66,0.61,0.61,0.61,0,3.05,3.67,3.06,3.66,0.61,0.61,1.22,1.22,-2.44,-2.44,-2.44,-3.06,-1.22,-0.61,-1.22,-1.23
4.88,4.89,5.49,4.88,0.61,1.22,0,0.61,3.05,3.67,3.67,4.27,1.22,1.83,1.22,1.83,-2.44,-1.83,-2.44,-1.83,-0.61,0,-0.61,-0.61
5.49,5.5,5.49,5.49,1.22,0.61,0.61,0.61,3.66,4.28,3.67,4.88,1.83,2.44,1.83,2.44,-1.83,-1.83,-1.83,-1.83,0,0.61,0,0
6.11,6.11,6.71,6.1,1.22,1.83,0.61,1.23,4.27,4.89,4.89,4.88,1.83,2.44,2.44,3.05,-1.22,-1.22,-1.83,-1.83,0.61,0.61,0,0
6.72,7.33,6.71,7.33,1.83,1.83,1.83,1.23,4.89,5.5,4.89,6.1,1.83,3.05,2.44,2.44,-1.83,-1.22,-1.83,-2.45,0.61,1.22,0.61,1.22
7.94,7.33,7.94,7.33,1.83,2.44,1.83,1.84,4.89,5.5,4.89,5.49,3.05,3.66,3.05,3.67,-1.22,-1.22,-1.22,-1.22,1.23,1.83,1.22,1.22
8.55,8.55,8.55,8.55,2.44,3.06,1.83,2.45,5.5,6.11,5.5,6.1,3.05,3.66,3.66,3.67,-1.83,-1.22,-1.83,-1.22,1.84,2.44,1.83,2.44
9.16,9.16,9.16,9.16,3.06,3.06,3.05,2.45,6.11,6.72,6.72,6.71,3.05,4.27,3.66,3.67,-1.22,-1.22,-1.22,-1.22,2.45,3.06,2.44,2.44
10.38,10.38,10.38,10.38,2.44,3.67,3.05,3.06,6.11,7.33,6.11,7.33,4.27,4.27,4.27,4.28,-1.22,-1.22,-1.22,-0.61,3.06,3.67,2.44,3.05
11.6,10.99,10.99,10.99,3.67,3.67,3.05,3.67,6.72,7.33,6.72,7.33,4.27,4.88,4.88,4.89,-0.61,0,-0.61,0,3.67,3.67,3.05,3.05
11.6,11.6,11.6,11.6,4.28,4.28,4.27,3.67,7.33,7.94,7.33,7.94,4.88,5.49,5.49,5.5,-0.61,0,0,0,4.28,4.89,3.66,3.66
12.21,12.21,12.21,12.21,4.28,4.28,4.27,3.67,7.33,8.55,7.94,9.16,5.49,5.49,5.49,6.11,0,0,-0.61,0,4.28,4.89,4.89,4.27
12.82,13.44,12.82,12.82,4.89,4.89,4.88,4.89,7.33,8.55,7.94,9.16,5.49,6.1,5.49,6.11,0,0.61,0,0.61,4.89,6.11,4.89,4.88
14.04,13.44,13.43,13.43,4.89,4.89,4.88,4.89,8.55,9.16,8.55,9.16,6.1,6.71,6.71,6.72,0,1.22,0,0.61,4.89,6.11,4.89,4.88
14.04,14.05,14.04,13.43,5.5,5.5,5.49,4.89,9.16,10.39,9.16,9.77,6.72,7.32,7.32,7.33,0.62,1.22,0.61,0.61,5.5,6.72,6.11,6.1
14.04,14.05,14.04,14.04,6.11,6.11,5.49,5.5,9.77,11,9.77,10.99,6.72,7.32,7.32,7.33,1.84,1.83,1.84,1.22,6.11,6.11,6.11,6.1
14.65,14.66,14.65,14.65,6.11,6.11,6.11,5.5,10.38,11,10.38,11.6,7.33,8.55,7.93,8.55,1.23,1.83,1.22,1.83,6.72,7.33,6.11,6.71
15.26,14.66,14.65,14.65,6.72,6.11,6.11,6.11,10.38,11.61,10.38,11.6,7.94,8.55,8.55,7.94,1.84,2.44,2.45,1.83,6.72,7.94,6.72,6.71
15.26,15.27,14.65,15.26,7.33,7.33,7.33,6.72,10.99,11.61,10.99,11.6,8.55,9.16,8.55,9.16,2.45,2.44,2.45,2.44,7.33,8.55,7.33,7.32
15.26,15.27,14.65,15.26,7.33,7.94,7.33,7.33,11.6,12.22,11.61,12.21,8.55,9.77,9.16,9.16,3.06,3.06,2.45,2.44,7.94,8.55,7.33,7.93
15.26,15.27,15.26,15.26,7.94,7.94,7.33,7.94,12.21,12.83,11.61,12.82,9.16,9.77,9.16,9.16,3.06,3.67,3.06,3.05,7.94,9.16,7.94,7.93
15.88,15.88,15.26,15.87,7.94,7.94,7.94,7.94,12.21,12.83,12.22,12.82,9.16,10.38,10.38,10.38,3.06,3.67,3.06,3.05,8.55,9.16,8.55,7.93
16.49,15.88,15.87,15.87,8.55,8.55,7.94,8.55,12.21,14.05,12.22,13.43,9.77,10.99,9.77,10.38,3.67,4.28,3.67,4.27,8.55,9.16,8.55,8.54
15.88,15.88,15.87,15.87,8.55,8.55,8.55,8.55,12.82,13.44,12.83,13.43,9.77,10.99,10.38,10.99,3.67,4.28,3.67,3.66,9.16,9.77,8.55,9.16
16.49,16.49,15.87,16.48,9.16,9.16,8.55,8.55,12.82,13.44,12.83,13.43,10.38,11.6,10.38,10.99,4.28,4.28,4.28,4.27,9.16,9.77,9.77,9.16
15.88,16.49,15.87,16.48,9.77,9.77,9.16,9.16,13.43,14.05,13.44,14.04,10.99,11.6,11.6,11.6,4.89,4.89,4.89,4.27,9.77,10.99,9.16,9.77
15.88,15.88,15.87,15.87,9.77,9.77,9.16,9.77,14.05,14.66,14.05,14.65,10.99,12.21,11.6,11.6,4.28,4.89,4.89,4.27,9.77,10.99,10.38,9.77
16.49,16.49,15.87,16.48,10.38,10.38,9.77,9.77,14.66,15.27,14.66,14.65,11.6,12.21,12.21,12.21,4.28,5.5,4.89,4.27,12.22,13.44,12.21,12.21
16.49,16.49,16.48,16.48,10.38,10.38,9.77,9.77,14.66,15.27,14.66,15.26,11.6,12.21,12.21,12.21,4.89,6.11,5.5,5.49,12.22,12.83,12.21,12.21
16.49,16.49,15.87,16.48,11.6,11.6,10.38,10.39,15.27,15.88,15.27,15.87,12.21,13.43,12.82,12.83,5.5,6.11,5.5,5.49,12.22,12.83,12.21,11.6
17.1,17.1,16.48,17.1,10.99,10.99,10.38,9.77,14.66,15.88,15.27,15.87,12.21,13.43,12.82,13.44,5.5,6.11,5.5,5.49,12.22,12.83,11.6,12.21
17.1,17.1,16.48,17.1,11.6,11.6,10.99,11,15.27,16.49,15.27,16.49,12.82,14.04,13.43,14.05,5.5,6.11,5.5,5.49,12.22,12.83,12.21,12.21
17.1,16.49,16.48,16.48,12.22,11.6,11.6,11,15.27,16.49,15.88,16.49,13.43,14.04,13.43,13.44,6.11,6.72,6.72,6.1,12.22,12.83,12.21,12.21
17.1,17.1,17.1,17.1,12.22,12.22,11.6,11.61,15.27,17.1,15.88,17.1,13.43,14.04,14.04,14.05,6.72,6.72,6.11,6.71,12.22,12.83,12.21,12.21
17.1,17.1,17.1,17.1,12.22,12.22,11.6,11.61,16.49,17.71,16.49,17.1,13.43,14.65,14.04,14.66,6.72,6.72,6.72,6.71,12.83,13.44,12.82,12.21
17.1,17.1,16.48,17.1,12.22,12.83,11.6,11.61,16.49,17.71,16.49,17.1,14.04,14.65,14.04,14.66,7.33,7.94,6.72,6.71,12.83,14.05,12.82,12.21
17.1,17.1,17.1,17.1,12.83,12.83,12.21,12.22,17.1,17.71,17.1,17.71,14.65,15.26,14.65,14.66,7.33,7.33,7.33,7.33,12.83,13.44,12.82,12.21
17.71,17.1,17.1,16.48,12.83,13.44,12.21,12.22,17.1,17.71,17.1,18.32,14.65,15.87,15.26,15.27,7.33,7.94,7.33,7.33,12.83,14.05,12.82,12.82
17.1,17.1,17.1,17.1,13.44,12.83,12.82,12.22,17.71,18.32,17.1,17.71,15.26,16.48,15.26,15.27,7.33,8.55,7.33,7.33,12.83,13.44,12.82,12.21
17.1,17.1,17.1,17.1,13.44,13.44,12.82,12.83,17.1,18.32,17.1,18.32,15.26,16.48,15.26,15.88,7.33,7.94,7.33,7.94,13.44,14.05,13.44,12.82
17.1,17.1,17.1,17.1,14.05,14.05,12.82,12.83,17.71,18.93,17.1,18.32,15.88,16.48,15.87,15.88,7.94,8.55,7.94,7.94,12.83,14.05,13.44,13.43
17.71,17.71,17.1,17.1,13.44,14.05,13.43,13.44,17.71,18.93,18.32,18.93,15.88,17.1,16.48,16.49,7.94,8.55,7.94,7.94,13.44,13.44,13.44,13.43
17.71,17.1,17.1,17.71,14.05,14.05,13.43,13.44,18.32,18.93,18.32,18.93,16.49,16.48,16.48,16.49,7.94,8.55,8.55,7.94,13.44,14.05,13.44,13.43
17.71,17.71,17.1,17.71,14.66,14.66,14.04,14.05,18.32,19.55,18.93,19.54,16.49,17.1,16.48,17.1,8.55,8.55,7.94,8.55,13.44,14.66,13.44,13.43
17.71,17.71,17.1,17.1,14.66,15.27,14.04,13.44,18.32,19.55,18.32,19.54,16.49,17.1,17.09,17.1,8.55,9.16,8.55,9.16,14.05,15.27,14.05,13.43
17.71,17.71,17.71,17.1,14.66,14.66,14.04,14.05,18.93,20.16,18.32,19.54,17.1,17.71,17.09,17.1,9.16,9.77,9.16,8.55,14.66,14.66,14.05,12.82
17.1,17.71,17.1,17.1,15.27,14.66,14.65,14.05,18.32,19.55,18.32,20.15,17.1,17.71,17.09,17.1,9.16,9.77,8.55,9.16,14.66,15.27,14.05,14.65
17.71,17.1,17.1,17.1,15.27,15.27,14.65,14.66,19.54,19.55,18.93,19.54,17.1,18.32,17.09,17.71,8.55,9.77,8.55,9.16,14.05,14.66,14.66,14.04
17.71,17.71,17.1,17.71,15.27,14.66,14.65,14.66,19.54,20.16,18.93,19.54,17.1,18.32,17.7,18.32,9.16,10.38,9.16,9.77,14.66,15.27,14.05,14.04
17.71,17.71,17.1,17.71,15.27,15.27,15.26,14.66,19.54,20.16,18.93,20.15,17.71,18.93,17.7,18.32,9.78,9.77,9.16,9.16,14.66,15.27,14.05,14.04
17.71,17.71,17.71,17.1,15.27,15.88,14.65,15.27,19.54,20.77,19.54,20.15,18.32,18.93,18.32,17.71,9.78,10.38,9.77,9.16,14.66,15.27,14.66,14.04
17.71,17.71,17.71,17.1,15.27,15.88,15.26,15.27,20.15,20.16,19.54,20.76,18.32,18.93,18.32,18.32,10.39,10.38,10.38,9.77,14.66,15.88,14.66,14.65
17.71,17.71,17.1,17.71,15.88,15.88,15.26,15.27,19.54,20.77,19.54,20.76,18.32,18.93,18.93,18.32,10.39,10.38,9.77,9.77,14.66,15.88,14.66,14.65
17.71,17.71,17.1,17.71,15.88,15.88,15.26,15.27,19.54,20.77,19.54,20.15,18.32,18.93,18.32,18.32,10.39,10.99,10.38,10.38,15.27,15.88,15.27,14.65
18.32,17.71,17.71,17.71,16.49,16.49,15.26,15.27,19.54,20.77,20.15,20.76,18.93,18.93,18.32,18.93,10.39,10.99,10.38,10.38,14.66,15.88,14.05,14.65
17.71,17.71,17.1,17.71,16.49,15.88,15.88,15.27,20.15,20.77,20.15,20.76,18.93,19.54,18.93,18.93,11,10.99,10.38,10.38,15.27,16.49,15.27,14.65
17.71,17.71,17.71,17.71,16.49,15.88,15.88,15.27,20.15,21.38,20.15,20.76,18.93,18.93,18.93,18.32,10.39,10.99,10.38,10.38,15.27,15.88,14.66,14.65
17.71,17.71,17.1,17.1,16.49,16.49,15.26,15.27,20.15,20.77,20.15,20.76,18.93,20.15,18.93,18.93,10.39,10.99,10.38,9.77,15.27,16.49,15.27,15.26
18.32,17.71,17.71,17.1,16.49,16.49,15.26,15.88,20.15,21.38,20.15,20.76,18.93,18.93,18.93,18.93,10.39,10.99,10.38,10.99,15.27,16.49,15.27,15.26
18.32,17.71,17.71,17.71,16.49,16.49,15.88,15.27,20.76,21.38,20.15,20.76,18.93,19.54,18.93,19.54,11,11.6,10.99,10.99,15.27,15.88,15.27,14.65
17.71,17.1,17.1,17.1,16.49,16.49,15.88,15.88,20.76,21.99,20.76,21.37,19.54,19.54,18.93,19.54,11,11.6,10.38,10.99,14.66,15.88,15.27,15.26
17.71,18.32,17.1,17.71,16.49,16.49,15.88,15.88,20.76,21.99,20.76,21.37,19.54,20.15,18.93,19.54,11,11.6,10.99,10.99,15.27,16.49,15.27,15.26
17.71,17.71,17.1,17.71,16.49,17.1,16.49,15.88,20.76,21.38,20.76,21.37,18.93,20.15,18.93,19.54,11,11.6,10.99,10.99,15.27,15.88,15.88,15.26
17.71,17.1,17.71,17.71,17.1,17.1,15.88,16.49,20.76,21.38,20.76,21.37,18.93,20.15,18.93,20.15,11.61,11.6,10.99,10.99,15.27,16.49,15.27,15.26
17.71,17.71,17.71,17.71,17.1,17.1,16.49,15.88,20.76,21.38,20.76,21.98,19.54,20.15,18.93,19.54,11,12.22,10.99,10.99,15.27,16.49,15.27,14.65
18.32,17.71,17.71,17.1,17.1,17.1,16.49,16.49,20.76,21.38,20.76,21.37,20.15,20.15,19.54,19.54,11,11.6,10.99,10.99,15.27,16.49,15.27,15.26
18.32,17.71,17.71,17.1,17.71,17.1,16.49,15.88,20.76,21.38,20.76,21.37,19.54,20.15,19.54,20.15,11.61,11.6,10.99,10.99,15.27,16.49,15.27,14.65
17.71,17.71,17.1,17.1,17.71,17.1,16.49,16.49,20.76,21.99,21.38,21.37,19.54,20.15,19.54,19.54,11.61,11.6,10.99,11.6,15.27,15.88,15.27,14.65
18.32,18.32,17.71,17.71,17.71,17.1,15.88,16.49,21.37,21.99,20.76,21.98,20.15,20.76,20.15,20.15,11.61,12.22,11.61,10.99,15.27,15.88,15.27,15.26
18.32,18.32,17.71,17.71,17.1,17.1,16.49,15.88,21.37,21.99,20.76,21.98,19.54,20.15,19.54,19.54,11.61,12.22,11.61,11.6,15.27,16.49,15.27,15.26
17.71,17.71,17.1,17.71,17.1,17.1,17.1,16.49,21.37,21.99,21.38,21.98,19.54,20.76,19.54,20.15,11.61,12.22,10.99,11.6,15.27,15.88,15.88,14.65
17.71,17.71,17.71,17.71,17.1,17.71,16.49,16.49,21.37,21.99,20.76,21.37,20.15,20.76,20.15,20.15,11.61,11.6,11.61,10.99,14.66,16.49,15.27,15.26
17.71,17.71,17.71,17.71,17.1,17.1,16.49,16.49,20.76,21.99,20.76,21.98,20.76,21.37,20.76,20.76,11.61,12.22,10.99,11.6,15.27,15.88,14.66,14.65
18.32,17.71,18.32,17.71,17.1,17.1,15.88,16.49,21.37,21.99,21.38,21.98,20.15,20.76,19.54,20.15,11.61,11.6,11.61,11.6,15.27,16.49,15.27,14.65
17.71,17.71,17.71,18.32,17.1,17.1,16.49,16.49,21.37,22.6,21.38,21.98,20.76,20.76,20.76,20.15,11.61,11.6,11.61,11.6,15.27,15.88,15.27,14.65
17.71,17.71,17.1,17.71,17.71,17.1,17.1,16.49,20.76,21.99,20.76,21.98,20.76,21.37,20.15,20.76,11.61,12.22,11.61,11.6,15.27,15.88,15.27,14.65
18.32,17.71,17.71,17.71,17.1,17.1,16.49,16.49,21.37,21.99,21.38,21.98,20.15,20.76,20.15,20.15,11.61,12.22,11.61,10.99,14.66,16.49,15.27,15.26
18.32,18.32,17.71,18.32,17.1,17.1,16.49,16.49,21.37,22.6,21.38,21.98,20.15,20.76,20.15,20.76,11.61,12.83,11.61,11.6,15.27,15.88,15.27,15.26
18.32,17.71,17.71,17.71,17.1,17.71,16.49,17.1,21.37,21.99,20.76,21.37,20.15,20.76,20.15,20.76,12.22,12.22,12.22,11.6,15.27,15.88,15.27,14.65
18.32,17.71,17.71,17.71,17.71,17.1,16.49,16.49,21.37,21.99,20.76,21.98,20.76,20.76,20.15,20.15,12.22,12.22,12.22,11.6,15.27,15.88,15.27,15.26
18.32,18.32,17.71,17.71,16.49,17.1,16.49,16.49,21.37,21.99,21.38,21.98,20.76,21.37,20.15,20.76,11.61,12.22,11.61,11.6,15.27,15.27,14.66,14.65
18.32,17.71,17.71,17.71,17.1,17.1,16.49,16.49,20.76,21.99,20.76,21.98,20.15,20.76,20.15,20.76,11.61,12.22,11.61,11.6,14.66,15.88,15.27,15.26
18.32,18.32,17.71,18.32,17.1,17.1,17.1,16.49,21.37,21.99,20.76,21.37,20.15,21.37,20.15,20.15,11.61,12.22,11.61,11.6,15.27,16.49,15.27,15.26
18.32,18.32,17.71,17.71,17.1,17.1,16.49,16.49,20.76,21.38,20.76,21.37,20.15,20.76,20.15,20.15,12.22,12.22,11.61,12.21,15.27,16.49,14.66,14.65
18.32,18.32,17.71,18.32,17.1,17.1,16.49,17.1,20.76,21.38,20.76,21.37,20.15,20.76,20.15,20.76,11.61,12.22,11.61,11.6,15.27,15.88,15.27,14.65
18.32,17.71,17.71,17.71,17.71,17.1,16.49,16.49,21.37,21.99,20.76,21.37,20.15,20.76,20.15,20.15,12.22,12.22,11.61,12.21,14.66,15.88,15.27,14.65
18.32,17.71,17.71,17.71,17.1,16.49,16.49,15.88,21.37,21.99,20.76,21.98,20.15,20.76,20.15,20.15,12.22,12.22,11.61,11.6,14.66,15.88,14.66,14.65
18.32,17.71,17.71,17.71,17.1,17.1,16.49,15.88,20.76,21.38,20.76,21.37,20.15,20.76,20.15,20.15,12.22,12.83,11.61,11.6,14.66,15.27,14.66,14.65
18.32,17.71,17.71,17.71,17.1,17.1,16.49,16.49,20.76,21.38,20.76,20.76,20.15,20.76,20.15,20.15,12.22,12.22,11.61,11.6,14.66,15.88,14.66,14.65
17.71,17.71,17.71,18.32,17.1,17.1,16.49,16.49,20.76,21.38,20.76,21.37,20.15,20.76,20.15,20.76,12.22,12.22,12.22,11.6,14.66,15.88,15.27,14.65
18.32,17.71,17.71,17.71,17.1,17.71,17.1,16.49,20.76,21.38,20.76,20.76,20.76,20.15,20.15,19.54,11,11.6,10.99,11.6,14.66,15.88,14.66,14.65
18.32,18.32,17.71,17.71,17.1,17.1,15.88,16.49,20.15,21.38,20.76,21.37,20.15,20.76,20.15,19.54,11.61,11.6,10.99,10.99,14.05,15.88,14.66,14.65
17.71,17.71,18.32,17.71,17.1,16.49,16.49,15.88,20.76,21.38,20.76,20.76,20.15,20.76,19.54,20.76,11.61,12.83,11.61,11.6,14.66,15.27,14.66,14.04
18.32,18.32,18.32,17.71,16.49,16.49,15.88,15.88,20.15,21.38,20.15,21.37,20.15,20.76,20.15,20.15,11.61,11.6,10.99,11.6,14.05,15.27,14.05,14.65
17.71,17.71,17.1,17.71,16.49,16.49,15.88,15.88,20.76,21.38,20.76,21.37,20.76,20.76,19.54,20.15,11.61,11.6,10.99,10.99,14.05,15.27,14.66,14.65
18.32,17.71,18.32,17.71,16.49,16.49,15.88,15.88,20.76,21.38,20.76,20.76,20.15,20.15,19.54,19.54,11.61,11.6,11.61,10.99,14.05,15.27,14.05,14.04
18.32,18.32,17.71,17.71,16.49,16.49,15.88,15.88,20.15,20.77,20.15,20.76,20.15,20.15,20.15,19.54,11.61,11.6,10.99,10.99,13.44,14.66,14.05,14.04
18.32,17.71,18.32,17.71,16.49,16.49,15.88,15.88,20.15,20.16,19.54,20.76,20.15,20.15,19.54,19.54,11,11.6,10.99,11.6,13.44,14.66,13.44,13.43
18.32,17.71,17.71,17.71,16.49,16.49,15.26,15.88,19.54,20.77,19.54,20.76,20.15,20.15,19.54,19.54,11,10.99,10.99,10.99,13.44,14.66,13.44,14.04
17.71,18.32,17.71,17.71,16.49,15.88,15.88,15.88,20.15,20.77,20.15,20.76,20.15,20.15,19.54,19.54,11,11.6,10.99,10.99,13.44,14.66,14.05,13.43
18.32,18.32,17.71,17.71,16.49,15.88,15.26,15.88,20.15,20.77,19.54,20.76,20.15,20.15,19.54,19.54,11.61,11.6,10.38,10.99,13.44,14.66,13.44,13.43
18.32,18.32,17.71,17.71,16.49,16.49,15.88,15.88,20.15,20.77,19.54,20.76,19.54,20.15,19.54,19.54,11,10.99,10.99,10.38,13.44,14.66,13.44,14.04
18.32,18.32,18.32,17.71,16.49,15.88,15.88,15.27,20.15,20.16,19.54,20.15,19.54,19.54,18.93,19.54,11,11.6,10.99,10.99,13.44,14.05,13.44,13.43
18.93,17.71,17.71,17.71,16.49,15.27,15.88,15.27,19.54,20.16,19.54,20.15,19.54,20.15,18.93,19.54,10.39,10.99,10.38,10.38,13.44,14.05,13.44,13.43
18.32,18.32,17.71,17.71,15.88,15.88,15.26,15.27,19.54,20.16,18.93,20.15,19.54,20.15,18.93,18.93,10.39,10.99,10.38,10.38,13.44,13.44,12.82,12.82
18.32,18.32,17.71,18.32,15.88,15.27,15.26,14.66,19.54,19.55,19.54,20.15,18.93,18.93,18.32,18.93,10.39,11.6,10.99,10.99,13.44,14.05,13.44,13.43
18.32,18.32,18.32,18.32,15.27,15.88,15.26,15.27,19.54,20.16,18.93,20.15,19.54,18.93,18.93,18.32,10.39,10.99,10.38,10.99,12.83,14.05,13.44,12.82
18.32,18.32,17.71,18.32,15.88,15.27,15.26,15.27,19.54,20.16,18.93,19.54,18.93,18.93,18.93,18.93,10.39,11.6,10.38,10.38,13.44,14.05,13.44,12.82
17.71,17.71,18.32,17.71,15.88,15.27,15.26,14.66,19.54,19.55,18.93,20.15,18.93,19.54,18.93,18.93,10.39,10.99,10.38,10.38,12.83,13.44,12.82,12.82
18.32,18.32,18.32,17.71,15.88,15.27,14.65,14.66,18.93,20.16,18.93,19.54,18.32,18.93,18.32,18.93,11,10.99,10.99,10.38,12.22,13.44,13.44,12.82
18.32,18.32,17.71,18.32,15.27,15.27,14.65,15.27,18.93,19.55,18.32,18.93,18.93,18.93,18.32,18.32,10.39,10.99,10.38,10.38,12.22,13.44,12.82,12.21
18.32,18.32,17.1,17.71,15.88,15.27,14.65,14.66,18.93,19.55,18.93,18.93,18.93,18.93,18.93,18.32,10.39,10.99,10.38,10.38,12.22,13.44,12.82,12.82
18.32,18.32,18.32,17.71,15.27,15.27,14.65,14.66,18.32,19.55,18.32,18.93,18.32,18.93,18.32,18.93,9.78,10.38,10.38,10.38,12.83,13.44,12.82,12.82
18.32,18.32,17.71,17.71,15.27,14.66,14.65,14.05,18.32,18.93,17.71,18.93,18.32,18.93,18.32,18.32,10.39,10.38,10.38,9.77,12.22,12.83,12.21,12.21
18.32,18.32,18.32,17.71,15.27,14.66,14.65,14.05,18.32,18.93,18.32,18.93,17.71,18.93,17.7,18.32,9.78,10.38,9.77,9.77,12.22,13.44,12.82,12.82
18.32,18.32,17.71,17.71,14.66,14.66,14.04,14.05,18.32,18.93,17.71,18.93,18.32,18.32,17.7,17.71,10.39,10.99,9.77,10.38,12.22,12.83,12.21,12.21
17.71,17.71,17.71,17.71,15.27,14.66,14.65,14.05,18.32,18.32,17.71,18.32,17.71,18.32,18.32,18.32,10.39,10.38,9.77,9.77,12.22,12.83,12.21,12.21
18.32,18.32,17.71,17.71,14.66,14.66,14.04,14.05,18.32,18.32,17.71,18.32,17.71,18.32,18.32,17.71,9.78,10.38,9.77,9.77,11.61,12.83,12.21,12.21
18.32,18.32,18.32,18.32,14.66,14.66,14.04,14.05,18.32,18.93,17.71,18.32,17.71,18.32,17.7,17.71,10.39,9.77,9.77,9.16,12.22,12.83,12.21,12.21
18.32,18.93,17.71,18.32,14.66,14.66,14.04,14.05,17.71,17.71,17.1,18.32,17.71,17.71,17.7,17.1,9.78,9.77,9.77,9.16,11.61,12.21,12.21,11.6
18.93,18.32,18.32,18.32,14.66,14.66,14.04,14.05,17.71,18.32,17.1,17.71,17.71,18.32,17.7,17.71,9.16,9.77,9.77,9.16,11.61,12.21,12.21,11.6
18.93,18.32,18.32,17.71,14.66,14.05,14.04,13.44,17.71,17.71,17.1,17.71,17.71,17.71,17.09,17.71,9.78,9.77,9.16,9.16,11.61,12.83,11.6,11.6
18.93,18.93,18.32,18.93,14.66,14.66,13.43,13.44,17.1,17.71,17.1,17.1,17.71,17.71,17.7,17.71,9.78,9.77,9.16,9.16,11,12.21,11.6,11.6
18.93,18.93,18.32,18.32,14.66,14.05,13.43,13.44,17.71,17.71,17.1,17.71,17.1,17.71,17.7,17.1,9.78,9.77,9.16,9.16,11,12.21,11.6,11.6
18.93,18.93,18.32,18.93,14.05,13.44,14.04,13.44,17.71,17.1,17.1,17.71,17.1,17.71,17.09,17.71,9.16,9.16,9.16,8.55,11,12.21,11.6,10.99
18.93,18.32,18.93,18.32,14.05,14.05,13.43,13.44,17.1,17.71,17.1,17.71,17.1,17.71,17.09,17.1,9.16,9.16,9.16,9.16,11,12.21,11.6,10.99
